entry_time_utc,jst_hour,jst_dow,atr_pct,adx,volume_ratio_20,ret_4bar_pct,ret_16bar_pct,btc_ret_4bar_pct,btc_ret_16bar_pct,direction,exit_reason,pnl_pct,scaled_pnl_pct,win,holding_bars
2025-04-06T07:30:00Z,16,6,0.3997,10.68,0.413,-0.962,-0.766,-0.19,-0.288,SHORT,TAKE_PROFIT,2.1306,2.1306,1,22
2025-04-06T17:00:00Z,2,0,0.6289,36.51,0.358,-0.626,-1.62,-0.908,-1.242,SHORT,TAKE_PROFIT,2.1306,2.1306,1,3
2025-04-09T00:45:00Z,9,2,0.7378,21.62,0.315,-1.1,-2.019,0.048,-1.394,SHORT,TAKE_PROFIT,2.1306,2.1306,1,3
2025-04-10T10:30:00Z,19,3,0.6199,31.0,0.258,-0.733,-2.334,-0.526,-1.073,SHORT,TAKE_PROFIT,2.1306,2.1306,1,13
2025-04-11T01:00:00Z,10,4,0.5046,16.33,2.938,0.198,-0.356,-0.217,-1.183,SHORT,STOP_LOSS,-1.2304,-1.2304,0,3
2025-04-11T08:15:00Z,17,4,0.6733,27.04,0.611,0.054,0.471,0.226,-0.147,LONG,TAKE_PROFIT,2.1294,2.1294,1,22
2025-04-11T20:30:00Z,5,5,0.5349,21.67,0.211,0.491,0.584,0.123,0.999,LONG,STOP_LOSS,-1.1398,-1.1398,0,11
2025-04-12T04:45:00Z,13,5,0.5913,18.75,1.136,1.78,1.094,0.297,-0.076,LONG,TAKE_PROFIT,2.1294,2.1294,1,13
2025-04-12T09:15:00Z,18,5,0.5663,39.72,1.208,-0.129,1.544,-0.2,0.088,LONG,TAKE_PROFIT,2.1294,2.1294,1,17
2025-04-12T19:00:00Z,4,6,0.6538,38.26,0.224,1.26,0.945,0.26,0.412,LONG,TAKE_PROFIT,2.1294,2.1294,1,7
2025-04-13T00:15:00Z,9,6,0.5384,31.16,3.11,0.111,0.674,-0.021,-0.115,LONG,STOP_LOSS,-0.9149,-0.9149,0,2
2025-04-13T01:00:00Z,10,6,0.5346,30.05,4.575,0.551,1.435,0.353,0.455,LONG,STOP_LOSS,-1.1387,-1.1387,0,4
2025-04-14T08:00:00Z,17,0,0.5582,17.09,4.786,0.213,-0.249,0.565,-0.034,LONG,TAKE_PROFIT,2.1249,2.1249,1,21
